annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
1382,1476,27733,89,729,324,282,0.85
1383,1476,35206,91,727,317,284,0.42
1384,1477,3351,652,286,182,186,1.0
1385,1477,36637,89,234,238,212,1.0
1386,1477,18357,356,675,254,384,0.99
1387,148,3351,400,850,193,192,1.0
1388,148,19232,503,237,327,257,0.99
1389,148,20238,124,296,222,224,0.98
1390,1480,16548,174,834,240,241,1.0
1391,1480,3544,644,873,212,215,0.99
1392,1480,16548,583,238,224,335,0.85
1393,1480,16262,172,261,215,223,0.52
1394,1480,29451,583,191,215,393,0.33
1395,1483,3483,149,220,249,223,1.0
1396,1483,19861,637,279,219,169,1.0
1397,1483,28763,631,896,218,217,0.99
1398,1483,35206,111,775,299,388,0.97
1399,1483,27733,102,777,313,396,0.34
1400,1485,3483,600,866,259,234,1.0
1401,1485,19861,124,863,223,169,1.0
1402,1485,28763,149,167,210,203,0.99
1403,1485,27733,581,95,283,376,0.9
1404,1485,35206,579,93,296,384,0.37
1405,1488,21325,213,825,199,200,1.0
1406,1488,3351,392,206,184,183,1.0
1407,1488,31863,627,832,204,206,0.99
1408,1489,3351,402,848,190,192,1.0
1409,1489,20014,532,284,351,319,0.99
1410,1489,20238,185,278,221,222,0.98
1411,149,3351,347,189,184,189,1.0
1412,149,19232,93,697,348,275,1.0
1413,149,20238,595,711,231,231,1.0
1414,1492,3351,379,904,189,192,1.0
1415,1492,21325,185,276,159,233,1.0
1416,1492,18147,526,302,346,353,1.0
1417,1493,3351,368,136,185,190,1.0
1418,1493,21325,599,720,159,243,1.0
1419,1493,18147,59,544,351,374,1.0
1420,1497,3483,566,839,260,235,1.0
1421,1497,19861,82,825,232,182,1.0
1422,1497,29667,614,200,214,218,0.97
1423,1497,27926,68,1,290,598,0.66
1424,1497,2483,76,13,275,568,0.45
1425,15,3351,357,250,187,181,1.0
1426,15,33880,51,784,445,279,1.0
1427,15,16232,643,797,195,189,1.0
1428,150,3351,387,251,186,183,1.0
1429,150,20238,634,802,227,222,0.99
1430,150,19232,141,801,334,267,0.99
1431,1500,3351,350,239,185,181,1.0
1432,1500,38162,193,734,189,301,1.0
1433,1500,41768,569,858,361,190,1.0
1434,151,16548,98,819,240,242,1.0
1435,151,1900,646,844,190,192,0.99
1436,151,29451,508,246,404,217,0.96
1437,151,33208,189,273,196,186,0.91
1438,152,1900,149,243,180,182,1.0
1439,152,16548,621,205,233,226,1.0
1440,152,33208,586,813,212,205,0.96
1441,152,29451,11,808,444,217,0.95
1442,153,16548,651,212,235,226,1.0
1443,153,1900,166,247,185,185,1.0
1444,153,29451,71,845,410,217,0.98
1445,153,33208,609,844,213,196,0.94
1446,154,2483,618,52,253,468,1.0
1447,154,12778,94,123,320,515,0.96
1448,154,3743,101,807,270,275,0.9
1449,154,13395,605,676,228,512,0.89
1450,154,12081,590,661,241,487,0.45
1451,155,2483,74,686,253,486,1.0
1452,155,12778,533,571,330,506,0.94
1453,155,3743,547,190,257,257,0.87
1454,155,13395,122,85,233,476,0.87
1455,155,12081,109,90,239,472,0.37
1456,155,3544,549,160,275,301,0.29
1457,156,2483,601,91,261,453,1.0
1458,156,12778,98,158,317,508,0.96
1459,156,3743,100,818,287,286,0.89
1460,156,13395,602,690,250,497,0.79
1461,156,16262,101,803,291,301,0.52
1462,156,20014,114,817,295,285,0.27
1463,156,19552,120,180,323,481,0.26
1464,156,12081,608,674,244,527,0.26
1465,157,3483,539,778,263,227,1.0
1466,157,16262,575,187,238,230,1.0
1467,157,25367,110,83,395,466,0.99
1468,157,27777,145,777,182,204,0.97
1469,159,3483,565,815,263,219,1.0
1470,159,16262,601,194,247,233,1.0
1471,159,25367,124,95,398,472,0.99
1472,159,27777,179,814,172,199,0.98
1473,160,3544,625,887,219,210,0.99
1474,160,4543,147,921,209,206,0.98
1475,160,16551,576,275,287,461,0.96
1476,160,28763,207,314,145,138,0.9
1477,160,21771,219,315,118,138,0.38
1478,162,3544,157,178,207,199,0.99
1479,162,4543,629,143,200,210,0.98
1480,162,16551,123,535,293,485,0.96
1481,162,28763,656,857,147,135,0.89
1482,162,22362,135,530,274,507,0.29
1483,162,21771,663,851,110,141,0.29
1484,163,3483,569,812,261,220,1.0
1485,163,28763,126,173,211,204,1.0
1486,163,27777,180,814,174,201,0.98
1487,163,16232,644,248,190,184,0.97
1488,163,19607,642,254,188,190,0.28
1489,164,3483,170,276,263,219,1.0
1490,164,28763,651,890,220,215,0.99
1491,164,16232,155,826,185,192,0.98
1492,164,27777,635,296,175,194,0.97
1493,165,3483,541,778,262,224,1.0
1494,165,28763,111,170,209,198,1.0
1495,165,16232,616,236,183,183,0.98
1496,165,27777,144,775,180,201,0.98
1497,165,19607,618,228,173,197,0.41
1498,17,3351,297,164,186,191,1.0
1499,17,41768,566,638,269,312,1.0
1500,17,35206,117,583,310,385,0.99
1501,170,2483,621,81,230,452,1.0
1502,170,12778,120,152,308,531,0.96
1503,170,3743,102,815,281,283,0.85
1504,170,12081,651,699,243,455,0.68
1505,170,16262,95,797,294,306,0.52
1506,170,13395,642,671,267,486,0.36
1507,170,22362,649,668,230,492,0.33
1508,170,31863,105,802,268,288,0.27
1509,172,3483,587,842,284,175,1.0
1510,172,29667,631,182,224,215,0.99
1511,172,28763,93,852,219,206,0.99
1512,172,25367,119,51,326,524,0.89
1513,173,3483,561,810,288,180,1.0
1514,173,29667,603,177,220,214,1.0
1515,173,28763,61,812,219,206,0.99
1516,173,25367,104,46,292,490,0.78
1517,174,3483,132,287,280,179,1.0
1518,174,29667,127,865,228,228,1.0
1519,174,28763,675,257,215,198,0.99
1520,174,25367,565,660,306,550,0.92
1521,175,3483,591,873,261,230,1.0
1522,175,19861,117,866,225,172,1.0
1523,175,29667,635,203,228,211,0.97
1524,175,30308,129,87,273,475,0.89
1525,175,27926,83,117,299,458,0.25
1526,176,3483,157,217,247,219,1.0
1527,176,19861,644,279,219,170,1.0
1528,176,29667,117,844,229,223,0.98
1529,176,30308,600,664,288,497,0.93
1530,179,3483,173,273,259,220,1.0
1531,179,20238,153,854,230,224,0.99
1532,179,22347,641,834,220,206,0.98
1533,179,27777,640,291,172,198,0.97
1534,180,3483,539,778,263,227,1.0
1535,180,20238,578,189,217,214,0.99
1536,180,22347,125,229,203,194,0.99
1537,180,27777,146,777,180,205,0.98
1538,183,3544,644,874,214,213,0.99
1539,183,16548,584,242,224,332,0.86
1540,183,30308,36,678,399,446,0.83
1541,183,16262,173,261,213,222,0.43
1542,183,29451,581,193,219,391,0.36
1543,183,16551,21,669,394,395,0.34
1544,185,16548,135,739,241,234,1.0
1545,185,3544,143,176,200,195,0.99
1546,185,4543,602,145,194,202,0.98
1547,185,28763,631,823,148,142,0.95
1548,186,16548,165,784,241,225,1.0
1549,186,3544,157,182,209,194,0.99
1550,186,4543,629,141,201,212,0.98
1551,186,28763,658,857,144,134,0.87
1552,186,21771,668,855,103,138,0.34
1553,189,2483,641,119,206,471,1.0
1554,189,12778,90,122,280,536,0.99
1555,189,3743,134,859,280,286,0.86
1556,189,22362,620,781,253,428,0.73
1557,189,16262,130,853,284,288,0.4
1558,189,12081,614,787,241,419,0.32
1559,189,31863,149,826,262,309,0.28
1560,19,3483,611,789,275,211,1.0
1561,19,27733,126,768,315,277,1.0
1562,19,28763,100,168,213,206,1.0
1563,19,36637,628,208,259,167,0.99
1564,191,3544,122,181,199,198,0.99
1565,191,4543,640,154,201,194,0.98
1566,191,16551,576,562,294,477,0.94
1567,191,16262,109,789,212,226,0.31
1568,196,2483,88,657,217,499,1.0
1569,196,12778,528,508,287,528,1.0
1570,196,3743,492,128,310,299,0.97
1571,196,22362,89,117,250,390,0.81
1572,197,2483,633,63,208,483,1.0
1573,197,12778,116,171,293,517,1.0
1574,197,3743,127,826,321,327,0.96
1575,197,22362,602,725,267,405,0.84
1576,197,12081,585,716,257,437,0.27
1577,198,2483,628,87,195,483,1.0
1578,198,12778,121,183,281,542,0.99
1579,198,3743,130,832,323,347,0.94
1580,198,22362,605,722,275,431,0.76
1581,198,12081,599,745,265,412,0.4
1582,199,3483,565,813,260,221,1.0
1583,199,30308,43,116,397,406,1.0
1584,199,29667,627,164,224,215,0.99
1585,199,27777,177,811,174,200,0.98
1586,200,3483,174,275,261,220,1.0
1587,200,30308,560,739,402,405,1.0
1588,200,29667,133,882,221,229,0.99
1589,200,27777,639,295,176,195,0.97
1590,202,3483,145,290,209,258,1.0
1591,202,16262,108,837,251,242,1.0
1592,202,20877,545,294,327,233,1.0
1593,202,22347,693,869,211,203,0.96
1594,203,3483,624,722,207,270,1.0
1595,203,16262,603,184,235,229,1.0
1596,203,20877,82,723,333,245,1.0
1597,203,22347,82,196,205,195,0.98
1598,204,3483,652,750,207,269,1.0
1599,204,16262,628,190,247,237,1.0
1600,204,20877,114,768,337,232,1.0
1601,204,22347,98,204,209,197,0.99
1602,205,16548,592,122,231,224,1.0
1603,205,3544,114,163,202,198,0.99
1604,205,28763,627,850,151,141,0.86
1605,205,16548,157,667,233,370,0.6
1606,205,19232,175,671,207,368,0.42
1607,205,27926,167,692,219,340,0.39
1608,205,29451,154,624,229,429,0.32
1609,205,21771,634,853,104,140,0.31
1610,210,29667,161,751,229,222,1.0
1611,210,3351,418,243,185,185,1.0
1612,210,31863,596,876,204,205,0.99
1613,210,3351,179,237,252,200,0.35
1614,212,1900,627,890,202,141,1.0
1615,212,16232,136,875,179,167,0.99
1616,212,16551,482,147,435,341,0.98
1617,212,20014,80,129,278,286,0.87
1618,212,16262,48,129,301,284,0.66
1619,212,27733,466,99,475,390,0.49
1620,213,1900,594,856,209,146,1.0
1621,213,16232,100,841,183,168,0.99
1622,213,16551,453,130,418,341,0.97
1623,213,20014,54,129,293,278,0.93
1624,213,16262,35,111,300,295,0.82
1625,213,27733,437,80,467,388,0.4
1626,214,1900,141,239,202,128,1.0
1627,214,16551,569,60,287,456,0.98
1628,214,27926,86,615,282,479,0.98
1629,214,33208,589,801,211,201,0.96
1630,215,1900,160,248,202,129,1.0
1631,215,27926,125,664,270,477,0.97
1632,215,33208,617,837,210,198,0.97
1633,215,16551,604,59,296,482,0.96
1634,217,2483,590,76,246,465,1.0
1635,217,12778,122,106,281,557,0.99
1636,217,3743,125,782,319,328,0.96
1637,217,12081,596,716,243,436,0.65
1638,217,13395,601,725,246,435,0.42
1639,217,22362,593,695,240,475,0.31
1640,219,2483,96,662,248,481,0.99
1641,219,3743,493,168,309,294,0.97
1642,219,12778,527,547,286,536,0.96
1643,219,12081,111,107,229,435,0.64
1644,219,13395,115,123,240,414,0.3
1645,219,22362,104,92,232,423,0.27
1646,222,41768,606,738,273,306,1.0
1647,222,3351,405,203,185,186,1.0
1648,222,16262,174,769,245,238,1.0
1649,224,3483,604,845,274,188,1.0
1650,224,25469,87,829,342,295,1.0
1651,224,29667,624,176,214,214,0.97
1652,224,34597,105,62,357,532,0.59
1653,224,19552,111,91,366,471,0.58
1654,225,3483,127,272,269,190,1.0
1655,225,25469,572,193,342,278,1.0
1656,225,29667,144,874,218,222,0.82
1657,225,34597,544,641,352,559,0.68
1658,225,19552,540,688,361,469,0.47
1659,225,16548,141,882,243,215,0.46
1660,226,3483,599,867,259,233,1.0
1661,226,19861,125,863,223,170,1.0
1662,226,20238,644,190,227,217,0.99
1663,226,22347,109,230,209,198,0.91
1664,226,20238,112,226,198,207,0.26
1665,229,2483,58,687,278,442,1.0
1666,229,3743,538,152,312,302,0.95
1667,229,25367,487,661,415,451,0.88
1668,229,13395,96,77,247,474,0.63
1669,229,19552,495,676,428,436,0.49
1670,229,12081,99,72,229,477,0.32
1671,229,3832,102,75,233,465,0.25
1672,23,3483,560,811,289,179,1.0
1673,23,16262,596,179,238,227,1.0
1674,23,25367,21,88,422,442,1.0
1675,23,28763,62,813,219,206,0.99
1676,231,2483,594,122,288,432,0.99
1677,231,3743,80,809,325,340,0.95
1678,231,19552,71,149,380,414,0.72
1679,231,3832,622,714,227,501,0.68
1680,231,25367,55,99,372,482,0.61
1681,231,13395,602,704,250,502,0.54
1682,231,12081,621,711,229,507,0.26
1683,232,3483,602,802,269,203,1.0
1684,232,29667,677,190,225,212,1.0
1685,232,27733,115,772,327,268,1.0
1686,232,22347,130,234,205,203,0.99
1687,234,3483,570,772,277,200,1.0
1688,234,29667,644,184,222,214,1.0
1689,234,22347,114,223,201,195,0.99
1690,234,27733,81,733,327,269,0.97
1691,236,3483,131,287,280,179,1.0
1692,236,35206,111,679,185,433,1.0
1693,236,28763,673,257,215,199,0.99
1694,236,28763,619,834,216,212,0.98
1695,237,3483,562,810,288,180,1.0
1696,237,35206,653,137,195,409,1.0
1697,237,28763,62,813,218,207,0.99
1698,237,28763,146,225,209,196,0.98
1699,238,3351,401,833,192,191,1.0
1700,238,16262,630,245,235,223,1.0
1701,238,18357,74,259,302,304,0.89
1702,24,3483,587,843,284,174,1.0
1703,24,16262,622,179,244,236,1.0
1704,24,25367,32,105,433,445,1.0
1705,24,28763,94,852,220,206,0.99
1706,241,18147,519,259,306,378,1.0
1707,241,3351,412,913,190,190,1.0
1708,241,20238,131,323,226,224,0.99
1709,243,3351,378,184,183,184,1.0
1710,243,18147,142,649,319,409,1.0
1711,243,20238,623,770,230,224,0.99
1712,244,3544,131,173,203,199,0.99
1713,244,16551,587,0,288,484,0.93
1714,244,16548,189,710,232,372,0.72
1715,244,28763,648,880,148,132,0.71
1716,244,19607,648,890,142,127,0.42
1717,244,30308,606,0,285,493,0.35
1718,244,21771,660,881,110,136,0.34
1719,244,22362,597,0,270,491,0.31
1720,244,19232,206,719,205,353,0.31
1721,244,29451,182,676,226,413,0.28
1722,247,2483,622,89,204,486,1.0
1723,247,3743,128,834,324,342,0.95
1724,247,22362,605,722,275,432,0.77
1725,247,19552,54,155,350,485,0.65
1726,247,12778,65,148,343,495,0.63
1727,247,12081,608,739,267,413,0.38
1728,248,2483,630,64,212,481,1.0
1729,248,3743,127,825,321,328,0.96
1730,248,22362,601,726,268,405,0.84
1731,248,12778,59,78,344,537,0.82
1732,248,19552,51,120,353,484,0.43
1733,248,12081,585,716,256,439,0.26
1734,249,2483,85,667,222,488,1.0
1735,249,3743,492,128,309,299,0.97
1736,249,22362,86,118,252,384,0.84
1737,249,12778,564,624,363,463,0.63
1738,249,19552,565,603,338,492,0.55
1739,250,3351,378,848,189,192,1.0
1740,250,29667,129,208,231,220,1.0
1741,250,18357,542,227,246,357,0.99
1742,251,3351,370,179,184,186,1.0
1743,251,29667,586,797,234,226,1.0
1744,251,18357,136,597,259,371,1.0
1745,252,3351,410,239,186,181,1.0
1746,252,29667,627,887,226,221,1.0
1747,252,18357,178,690,253,375,0.99
1748,253,3351,444,849,192,193,1.0
1749,253,33880,461,257,426,283,1.0
1750,253,35206,61,261,422,211,1.0
1751,253,3832,113,262,626,248,0.46
1752,256,2483,59,674,217,481,1.0
1753,256,25438,547,178,246,253,0.99
1754,256,12778,481,632,344,525,0.94
1755,256,13395,113,92,235,466,0.85
1756,256,12081,107,96,238,471,0.37
1757,259,41768,107,280,275,296,1.0
1758,259,3351,384,894,191,190,1.0
1759,259,20238,608,278,223,223,0.95
1760,262,3483,562,810,286,181,1.0
1761,262,29667,602,178,220,213,1.0
1762,262,28763,61,812,219,206,0.99
1763,262,27926,86,0,305,563,0.45
1764,262,34597,72,7,337,553,0.44
1765,262,19552,77,27,333,492,0.41
1766,264,3483,133,288,275,177,1.0
1767,264,29667,128,867,227,226,0.99
1768,264,28763,675,257,214,198,0.99
1769,264,19552,570,684,363,496,0.46
1770,264,34597,566,644,346,588,0.42
1771,264,27926,583,651,324,579,0.41
1772,265,3483,132,288,280,177,1.0
1773,265,16232,140,846,202,192,0.99
1774,265,28763,674,257,214,199,0.99
1775,265,25367,609,670,367,489,0.99
1776,266,3483,587,844,284,171,1.0
1777,266,16232,647,228,197,182,1.0
1778,266,28763,94,852,219,206,0.99
1779,266,25367,24,105,387,487,0.99
1780,27,2483,605,80,198,472,1.0
1781,27,25438,125,823,260,268,0.99
1782,27,12778,65,95,301,518,0.98
1783,27,13395,596,717,245,536,0.67
1784,27,3832,600,727,228,518,0.48
1785,271,35206,632,164,214,390,1.0
1786,271,3483,625,721,209,269,1.0
1787,271,20877,83,722,332,246,1.0
1788,271,22347,103,193,204,190,0.98
1789,273,35206,96,673,234,412,1.0
1790,273,3483,144,292,210,256,1.0
1791,273,20877,543,294,329,234,1.0
1792,273,22347,668,873,213,211,0.98
1793,274,3351,420,889,190,191,1.0
1794,274,21325,212,326,150,234,1.0
1795,274,20014,579,257,334,318,1.0
1796,275,3351,328,150,186,188,1.0
1797,275,21325,584,664,152,246,1.0
1798,275,20014,7,647,350,343,0.99
1799,277,3483,599,867,259,231,1.0
1800,277,30308,73,97,401,405,1.0
1801,277,19861,124,863,224,169,1.0
1802,277,36637,621,204,256,147,1.0
1803,278,3483,149,219,249,222,1.0
1804,278,30308,526,752,399,407,1.0
1805,278,19861,643,276,216,173,0.99
1806,278,36637,98,908,267,162,0.99
1807,28,3483,566,812,263,220,1.0
1808,28,35206,617,143,221,399,1.0
1809,28,25367,19,62,415,461,1.0
1810,28,27777,179,812,173,200,0.98
1811,280,3832,432,269,395,356,1.0
1812,280,3351,409,867,190,192,1.0
1813,280,16232,135,291,189,193,0.96
1814,280,22074,136,288,187,196,0.31
1815,286,3483,539,778,263,227,1.0
1816,286,30308,34,115,363,408,1.0
1817,286,16262,576,188,237,229,1.0
1818,286,27777,145,777,181,205,0.98
1819,287,3483,173,274,260,219,1.0
1820,287,16262,137,836,250,242,1.0
1821,287,30308,574,705,384,423,1.0
1822,287,27777,640,292,173,198,0.98
1823,288,3483,567,815,262,222,1.0
1824,288,16262,602,193,247,232,1.0
1825,288,30308,47,133,381,420,1.0
1826,288,27777,179,813,172,200,0.98
1827,289,2483,598,80,251,484,1.0
1828,289,25438,146,844,252,255,0.99
1829,289,12778,86,39,286,552,0.99
1830,289,22362,594,735,249,417,0.87
1831,289,12081,576,758,258,388,0.26
1832,29,3483,538,781,268,223,1.0
1833,29,35206,585,136,219,386,1.0
1834,29,25367,16,47,388,453,0.99
1835,29,27777,144,775,180,207,0.97
1836,291,2483,77,657,261,481,1.0
1837,291,25438,538,176,246,251,0.99
1838,291,12778,562,617,289,538,0.97
1839,291,22362,105,107,249,389,0.84
1840,292,2483,66,667,208,485,1.0
1841,292,25438,550,176,245,255,0.99
1842,292,12778,544,598,326,497,0.98
1843,292,13395,115,93,230,460,0.84
1844,292,12081,109,92,236,473,0.4
1845,295,3351,414,864,190,190,1.0
1846,295,20014,126,192,340,315,0.99
1847,295,22074,640,305,199,185,0.72
1848,295,16232,645,294,197,196,0.6
1849,298,1900,683,878,219,133,1.0
1850,298,16548,159,774,238,244,1.0
1851,298,33208,152,232,209,202,0.91
1852,298,30308,576,179,249,421,0.68
1853,298,27926,525,180,290,406,0.31
1854,298,28763,156,231,213,200,0.31
1855,299,1900,86,259,202,129,1.0
1856,299,16548,556,245,238,227,1.0
1857,299,33208,611,848,214,209,0.89
1858,299,27926,130,613,294,447,0.61
1859,299,30308,136,660,273,445,0.4
1860,299,16551,141,654,267,404,0.34
1861,3,1900,143,241,197,128,1.0
1862,3,16551,538,72,380,373,0.99
1863,3,27926,572,631,259,486,0.98
1864,3,16548,139,706,177,280,0.85
1865,302,19232,98,632,282,335,1.0
1866,302,3351,309,161,187,189,1.0
1867,302,36637,571,712,234,230,1.0
1868,304,2483,619,58,198,485,1.0
1869,304,12778,108,127,304,506,0.98
1870,304,3743,137,807,324,341,0.95
1871,304,13395,595,720,238,451,0.63
1872,304,12081,594,682,228,481,0.4
1873,308,3351,288,205,188,190,1.0
1874,308,36637,118,711,192,262,1.0
1875,308,41768,558,604,281,306,1.0
1876,31,3544,112,240,210,201,0.99
1877,31,4543,650,848,193,185,0.94
1878,31,16551,592,54,284,466,0.78
1879,31,16548,188,710,232,373,0.7
1880,31,30308,614,36,284,508,0.39
1881,31,19232,205,720,206,354,0.36
1882,31,22362,602,30,268,529,0.35
1883,31,27777,648,857,191,158,0.27
1884,31,27926,213,710,215,375,0.26
1885,310,3544,652,886,219,219,1.0
1886,310,4543,139,865,211,214,0.99
1887,310,12247,616,317,179,189,0.99
1888,310,16551,100,154,311,447,0.99
1889,313,3483,621,723,209,269,1.0
1890,313,34597,14,19,455,418,1.0
1891,313,29667,597,180,219,219,1.0
1892,313,20877,46,755,330,254,1.0
1893,315,3483,146,288,211,257,1.0
1894,315,20877,593,260,322,239,1.0
1895,315,34597,509,782,465,435,0.99
1896,315,29667,136,863,225,223,0.98
1897,316,3544,125,234,211,201,0.99
1898,316,33009,564,809,367,204,0.99
1899,316,16548,164,793,236,229,0.99
1900,316,29667,637,191,217,228,0.68
1901,317,16548,594,281,228,228,0.99
1902,317,3544,657,833,219,211,0.99
1903,317,33009,73,267,363,221,0.98
1904,317,16262,142,842,224,230,0.58
1905,317,16548,132,864,226,212,0.29
1906,32,3544,672,828,216,209,0.99
1907,32,4543,157,277,198,182,0.96
1908,32,16551,103,699,293,496,0.91
1909,32,16548,576,227,216,333,0.85
1910,32,29451,581,174,195,424,0.49
1911,32,22362,112,708,272,499,0.3
1912,320,35206,632,163,214,390,1.0
1913,320,3483,625,719,208,271,1.0
1914,320,20877,83,723,332,245,1.0
1915,320,28763,137,197,204,198,0.99
1916,323,3483,131,287,276,178,1.0
1917,323,36637,151,803,198,250,1.0
1918,323,28763,673,256,214,199,0.99
1919,323,22347,654,873,214,209,0.98
1920,324,3483,589,842,283,175,1.0
1921,324,36637,642,208,189,246,1.0
1922,324,28763,95,853,219,206,0.99
1923,324,22347,132,196,205,197,0.99
1924,325,3483,173,274,259,220,1.0
1925,325,16262,137,836,251,241,1.0
1926,325,31885,515,703,395,521,0.97
1927,325,27777,641,291,173,198,0.97
1928,327,3483,567,813,260,222,1.0
1929,327,16262,601,193,247,234,1.0
1930,327,27777,179,813,172,200,0.98
1931,327,31885,85,15,403,516,0.97
1932,328,3483,122,307,269,199,1.0
1933,328,27733,564,258,297,261,1.0
1934,328,36637,105,881,266,178,0.99
1935,328,31885,518,634,384,559,0.98
1936,332,3544,124,144,205,194,0.99
1937,332,4543,593,167,203,196,0.98
1938,332,4543,76,821,200,187,0.96
1939,332,16551,557,533,294,501,0.94
1940,334,3483,625,720,208,271,1.0
1941,334,16232,627,222,188,183,1.0
1942,334,20877,83,723,333,244,1.0
1943,334,22347,146,227,203,193,0.98
1944,335,3483,144,292,210,257,1.0
1945,335,16232,131,848,201,190,1.0
1946,335,20877,543,293,329,234,1.0
1947,335,22347,624,844,211,203,0.96
1948,336,3483,651,746,210,274,1.0
1949,336,16232,655,233,196,176,1.0
1950,336,20877,114,767,335,231,1.0
1951,336,22347,163,234,206,198,0.99
1952,337,3483,127,271,269,189,1.0
1953,337,36637,133,831,181,256,1.0
1954,337,25469,572,191,339,281,1.0
1955,337,22347,640,839,219,206,0.99
1956,338,3483,572,812,280,192,1.0
1957,338,36637,642,166,171,253,1.0
1958,338,25469,49,788,356,302,1.0
1959,338,22347,130,225,200,198,0.98
1960,339,3483,602,846,277,188,1.0
1961,339,36637,674,174,174,253,1.0
1962,339,25469,89,832,342,299,1.0
1963,339,22347,144,236,207,198,0.98
1964,340,3483,540,778,262,227,1.0
1965,340,20238,578,188,219,218,0.99
1966,340,27777,146,777,180,202,0.97
1967,340,34597,27,60,407,512,0.88
1968,340,19552,28,99,420,438,0.3
1969,341,3483,568,813,261,224,1.0
1970,341,20238,603,195,230,215,0.99
1971,341,27777,176,816,178,193,0.98
1972,341,34597,45,95,410,498,0.73
1973,341,19552,53,118,409,454,0.39
1974,344,3483,565,814,264,220,1.0
1975,344,16262,602,192,245,233,1.0
1976,344,28763,152,193,216,204,1.0
1977,344,27777,179,814,172,200,0.98
1978,345,3483,539,778,264,227,1.0
1979,345,16262,577,188,236,227,1.0
1980,345,28763,138,188,208,197,0.99
1981,345,27777,146,776,177,206,0.97
1982,346,3483,570,813,261,219,1.0
1983,346,27777,181,813,173,200,0.98
1984,346,16232,644,252,187,179,0.97
1985,346,25367,142,36,333,527,0.91
1986,346,19607,642,255,189,188,0.26
1987,346,19552,170,52,304,464,0.26
1988,347,3483,542,777,261,227,1.0
1989,347,16232,617,236,180,185,0.98
1990,347,27777,147,776,180,204,0.98
1991,347,25367,136,37,315,503,0.78
1992,347,19607,614,234,190,188,0.37
1993,347,19552,146,62,299,459,0.32
1994,349,3483,567,811,264,220,1.0
1995,349,35206,616,145,221,396,1.0
1996,349,27777,180,811,173,201,0.98
1997,349,34597,1,122,449,434,0.96
1998,352,2483,641,120,206,470,1.0
1999,352,3743,135,859,279,286,0.87
2000,352,22362,629,772,245,435,0.75
2001,352,19552,112,175,334,495,0.68
2002,352,12778,118,166,318,511,0.6
2003,352,16262,125,853,290,287,0.34
2004,352,12081,616,786,241,419,0.33
2005,352,31863,149,826,262,309,0.27
2006,355,2483,59,695,249,487,0.99
2007,355,12778,541,578,305,525,0.97
2008,355,3743,549,193,259,256,0.86
2009,355,12081,66,131,234,427,0.66
2010,355,13395,76,134,237,403,0.31
2011,355,22362,68,121,230,432,0.27
2012,356,2483,633,41,235,466,1.0
2013,356,12778,93,96,306,526,0.98
2014,356,3743,102,792,264,279,0.89
2015,356,12081,638,694,239,432,0.65
2016,356,13395,643,681,248,464,0.58
2017,356,22362,635,680,238,463,0.25
2018,359,3483,564,814,261,219,1.0
2019,359,29667,627,164,223,216,0.99
2020,359,31885,89,42,353,536,0.99
2021,359,27777,175,810,174,200,0.98
2022,361,18147,218,161,211,419,1.0
2023,361,3351,430,881,188,190,1.0
2024,361,16262,647,293,241,226,1.0
2025,364,35206,105,253,344,323,1.0
2026,364,3351,407,855,192,194,1.0
2027,364,32310,589,167,243,338,0.99
2028,372,3483,603,845,277,187,1.0
2029,372,16262,572,195,250,234,1.0
2030,372,25469,50,857,373,219,1.0
2031,372,34597,7,141,461,408,0.99
2032,374,3483,648,754,210,271,1.0
2033,374,20877,72,799,330,243,1.0
2034,374,25367,97,32,411,471,0.99
2035,374,29667,626,186,221,215,0.99
2036,379,3351,466,857,189,192,1.0
2037,379,31863,139,316,202,205,1.0
2038,379,16688,458,162,489,462,1.0
2039,38,35206,624,161,217,393,1.0
2040,38,3483,625,718,208,272,1.0
2041,38,20877,83,723,331,244,1.0
2042,38,31885,113,29,404,502,0.99
2043,380,3351,287,179,185,191,1.0
2044,380,31863,600,717,206,210,1.0
2045,380,16688,0,550,499,519,1.0
2046,382,2483,592,120,283,437,1.0
2047,382,3743,79,808,325,341,0.95
2048,382,19552,99,135,374,443,0.93
2049,382,3832,614,700,227,519,0.7
2050,382,13395,603,697,254,531,0.49
2051,384,2483,608,75,278,462,1.0
2052,384,3743,80,798,321,326,0.97
2053,384,19552,87,97,386,448,0.9
2054,384,13395,599,690,248,510,0.79
2055,384,3832,600,704,243,485,0.41
2056,384,12081,606,698,237,500,0.26
2057,387,3483,130,287,281,177,1.0
2058,387,20238,131,870,235,225,0.99
2059,387,28763,672,257,215,199,0.99
2060,387,31885,492,651,424,512,0.97
2061,389,3483,625,722,207,269,1.0
2062,389,16262,602,183,236,230,1.0
2063,389,20877,83,723,333,244,1.0
2064,389,34597,36,126,431,419,0.99
2065,390,3483,651,750,211,269,1.0
2066,390,16262,628,189,247,238,1.0
2067,390,20877,116,768,333,230,1.0
2068,390,34597,40,157,457,409,0.99
2069,392,1900,189,274,202,134,1.0
2070,392,16551,112,693,285,500,0.95
2071,392,33208,660,899,212,222,0.94
2072,392,16232,685,283,178,159,0.93
2073,393,1900,582,867,207,141,1.0
2074,393,16232,88,840,184,167,0.98
2075,393,33208,115,155,202,206,0.93
2076,393,16551,558,54,278,460,0.92
2077,393,20238,117,166,201,190,0.4
